"name","text"
"Asep Buddy Mulyono","Naek Gunung ini saat itu masih utuh Puncak Garudanya, cuma kondisi hujan, Jarak pandang hanya sekitar 5 meter, treknya lumayan bikin otot keram kalau kurang pemanasan saat mendaki, bawa aja salep buat pemanas otot biar pas keram bisa di balurkan ke otot yang kena, .. Vegetasinya variatif, dari gunung ini bisa kelihatan jelas Gunung Merbabu sebelahnya, ciyamik.. Nah pas sudah di puncak, tebing nya hati-hati tuh terjal banged, harus siap stamina.. Top Top Top dwehhh"
"Kiki Bhutia","Heading towards an active volcano is quite an experience. Mount Merapi is breathtaking from far away. The jeep ride up the mountain is expensive, Rupiah 350000 for an hour. However, I think it's necessary to take a jeep otherwise you will miss some interesting things to see. The museum that holds the memory of 2010 volcano eruption is an experience and a bit haunty.
A must visit if you are in Jogjakarta."
"dewi mariyati","Semerunya jawa tengah, kalok di semeru ada ranukumbolo di merapi ada pasar bubrah. Kedua nya bagiku sama, mereka bukan pelarian tapi pilihan. Menjelajah boleh, tapi saling jaga ya, jangan mengusik sejatinya manusialah yg tamu. Oh ya akses buat ke bscamp merapi via new selo mudah bngt ditemui, jelas, aman dan lancar tanpa kendala. Salam lestari 🙌"
"Kevin Khalevi","Gunung MERAPI,adalah gunung yang memiliki keindahan tersendiri bagi semua orang gunung yang menarik dengan berjuta keindahan yang sangat cantik.gunung yang masih aktif ini menjadi salah satu tujuan mendaki wisatawan."
"Prijanto Ahmad","Merapi dengan letusan freatik.
Gunung Merapi memuntahkan awan panas. Disertai gempa kecil.
Menandakan bahwa Merapi bisa sewaktu-waktu meletus.
Gunung aktif di perbatasan Jawa Tengah dan DIY.
Gunung Merapi menyimpan sejuta misteri.
Memanjakan masyarakat dengan kawasan yang subur.
Pendakian dari arah Selo Boyolali
Banyak tersedia angkutan transportasi."
"ade mutiawan","Pernah ke sini 09 okt 2016"
"Dhani Kusuma","Most active volcano mountain"
"M","Not worth it for now. It's closed and the jeep tour isn't that great. You don't really get to see it up close."
"Adys Freksis","trek gak terlalu panjang akan tetapi kita akan disuguhkan pemandangan yang sangat bagus"
"darmawan aw","Gunung Merapi yang terletak di antara perbatasan Jawa Tengah dan Jawa Timur menjadi salah satu destinasi yang wajib dikunjungi terutama bagi para pecinta alam. Keindahan hamparan hijau perkebunan penduduk lokal serta pemandangan Gunung Merbabu menjadi daya tarik destinasi ini.
Untuk ukuran gunung sebagai sebuah objek pendakian, Gunung Merapi sebenarnya tidak terlalu tinggi. Tinggi gunung ini bahkan tidak genap 3.000 mdpl. Jalur pendakiannya pun juga tidak terlalu panjang meskipun memang cukup curam"
"Pandu Susanto","Merapi Tidak Pernah Ingkar Janji 🤲👏"
"Reza Horisman","Pemandangan nya natural pokonya keren & cukup menantang karena termasuk gunung yg paling aktif di dunia .."
"Zani Fatqurrohman","Wajib mendaki kesini guys"
"Wahyusitiaminah _","Berkesan sekali mendaki disini.agak nekad juga karena penasaran sekali kepingin sammit dipuncak.alhamdulilah gak ada halangan satu apapun sehat semua tanpa lecet2 sedikitpun.ya walaupun nekad2 gitu..berkesan sekali pas dri pasar bubrah ke puncak dipasir2 gitu butuk kesabaran yg ekstra sekali dan tekad yangbgak sembarangan kalo mau sammit...alhamdulilah diberi kesempatan sammit"
"Nency Dewi Agatha","Good view! Apalagi musim panas matahari nya bagus banget pas terbit . Pernah sekali liat golden sunrise🤩 sayang fotonya ilang"
"Tur Siloharti","Bagus sekali"
"Joel Mboxs Bae","Gunung Merapi dengan ketinggian puncak 2.930 mdpl pada tahun 2010 adalah gunung berapi di bagian tengah Pulau Jawa dan merupakan salah satu gunung api teraktif di Indonesia. Lereng sisi selatan berada dalam administrasi Kabupaten Sleman, Daerah Istimewa Yogyakarta, dan sisanya berada dalam wilayah Provinsi Jawa Tengah, yaitu Kabupaten Magelang di sisi barat, Kabupaten Boyolali di sisi utara dan timur, serta Kabupaten Klaten di sisi tenggara."
"CSE world","Penelitian stratigrafi menunjukkan sejarah terbentuknya gunung ini sangat kompleks. ... Saat itu, gunung merapi menyemburkan asap membumbung tinggi hingga ketinggian 5500 meter. Sejak saat itu, aktivitas merapi tampak semakin aktif hingga akhirnya statusnya dinaikan dari normal ke level waspada."
"Hani Saputri","Gunung merupakan tempat yg indah sejuk menyenangkan ada di daerah istimewa jogjakarta bagian utara masyarakatnya yg adem ayem ramah pokoknya senang berwisata ke lereng gunung merapi"
"nabil azmin","Climbed it back in 2019. It was a great experiences, quite chalenging. remeber the local hikers always greet us 'semangat bang""  ."
"anjar1409","mantap indaaah apa lg pas di bunker"
"santi noorhayati","Kalau cerah pemandangan langitnya keren.."
"Muhammad ilham Wahyudi","Bersama para sahabat mengunjungi kawasan gunung merapi,sungguh kenangan yang tak terlupakan dengan suguhan pemandangan yang sangat indah.puncak adalah bonus yang terpenting pulang dalam keadaan selamat.disini kita tau bahwa tuhan menciptakan makhluk yang berdampingan supaya kita bisa saling menjaga agar kita bisa menunjukan ke anak cucu kita bahwa manusia tidak bisa hidup sendiri.apa jadinya jika kita hidup tanpa alam,hewan dan tumbuhan?????"
"Nik Nik","Didn't expect too much, but it's beautiful. Not volcano, but views around. During the rain season you will have amazing clouds and wonderful colors, stories and shadows.
It's possible to do climbing and go back in one day.

If you want to climb:
1. Dont listen anyone. It's completely doable and not so hard. If you ever hike anywhere it's okay. Even if you never go mountain - it's really okay.
2. It will take you from 2 to 4 hours to reach peak. Depends on your living habits, haha.
3. Prepare warm clothes.
4. Prepare some food and snacks. Consider a time you gonna climb.
5. Take a water with you. Consider a time you gonna climb.
6. Take a comfortable backpack.
7. Take a raincoat.

Answers to all questions:
1. No, it's not dangerous climbing. Basically it's normal hiking.
2. Yes, it can be done extremely quick. 2 hours if you skinny and sporty.
3. Yes, its colder. But we did it in t-shirts.
4. Yes, girls, kids, not sportsmen can do it. Just control your speed, take rest, come more early and no need hurry.
5. No, there are no shops during climbing. But all Indonesians are exceptionally friendly. If you forget water, food - they will help you, just ask.
6. No, rainy weather is not dangerous.
7. Yes, rainy weather give you a chance to check hundreds of views during the short trip. Clouds, fog, rain, moving clouds, sudden sun, and so on.
8. No, you don't need to buy pro equipment, special clothes and so on.
9. Yes, can take a Grab or gojek from Yogyakarta. Just give some tips, it's not a profitable drive at all.

Yes, of course you must go.:)"
"Anik Setyawati","Tiap hari ada cerita yang  berbeda dibawa oleh merapi ketika hari cerah,nampak gagah sekali dan bagi orang seperti saya yang cinta akan photography,sungguh sayanv jika keindahan merapi tidak diabadikan dengan kamera.Dan sungguh tiap foto yang saya ambil tentang merapi itu berbeda-beda"
"Ahmad Umam","viewnya joss"
"Nazzil Seban","Merapi tak pernah ingkar janji"
"nefa merazana","gunung merapi terlihat dari pos 3 gunung merbabu"
"Djatmiko","Kekuatan yg tersembunyi ada di Gunung Merapi ... Menjaga keseimbangan alam"
"A 6 USM","Salah satu gunung berapi yang selalu aktif dengan pemandangan yang menakjubkan..
Sangat menantang untuk para pendaki..
Ada beberapa jalur pendakian gunung merapi bisa mendaki dari daerah jogyakarta,bisa mendaki dari daerah selo boyolali dan juga bisa dari arah muntilan..
Puncak gunung merapi yang berpasir bisa dilihat jelas dari selo ketika kabut sudah tidak ada..
Tak kalah dari merapi disisi kanan selo terdapat gunung merbabu yang juga tidak kalah menantang untuk pendakian.."
"Oppi Masrupi","gak ditutup saja gunung berapi pakai semen yang banyak atau 20000 mobil molen sama mobil kebakaran untuk"
"Irfan Mahfudzi","very nice"
"Rohmalika N.","Baru sekali naik dan gunung pertama yang saya naiki hehe, bagus, capek dijalan iya tapi setelah lihat sunrise paginya uuhhh banget. Dingin banget tapi suka"
"Sunardi Sunardi","Gunung Merapi yg gagah mempesona yg saat ini baru di naikan statesnya siaga lll namun tetep ..memberikan tantangan tersendiri bagi wisatawan yg ingin mengunjunginya."
"Suyatman Suyatman","Lokasi ini penuh dengan tantangan indahnya terobati dengan sunrisenya"
"Anisa Eka Nurwahyuni","tempatnya sangat bagus dan bersejarah, lebih asik lagi dan seru saat naik zip, hanya saja untuk makanan lebih baik membawa sendiri karena disana agak mahal"
"Rio Defiyanto","Gunung Merapi (ketinggian puncak 2.930 mdpl, per 2010) (Hanacaraka:ꦒꦸꦤꦸꦁ​ꦩꦼꦫꦥꦶ) adalah gunung berapi di bagian tengah Pulau Jawa dan merupakan salah satu gunung api teraktif di Indonesia. Lereng sisi selatan berada dalam administrasi Kabupaten Sleman, Daerah Istimewa Yogyakarta, dan sisanya berada dalam wilayah Provinsi Jawa Tengah, yaitu Kabupaten Magelang di sisi barat, Kabupaten Boyolali di sisi utara dan timur, serta Kabupaten Klaten di sisi tenggara. Kawasan hutan di sekitar puncaknya menjadi kawasan Taman Nasional Gunung Merapi sejak tahun 2004.
Gunung ini adalah gunung termuda dalam rangkaian gunung berapi yang mengarah ke selatan dari Gunung Ungaran, Gunung Merbabu, dan Gunung Merapi. Gunung ini terbentuk karena aktivitas di zona subduksi Lempeng Indo-Australia yang bergerak ke bawah Lempeng Eurasia menyebabkan munculnya aktivitas vulkanik di sepanjang bagian tengah Pulau Jawa. Puncak yang sekarang ini tidak ditumbuhi vegetasi karena aktivitas vulkanik yang tinggi. Puncak ini tumbuh di sisi barat daya puncak Batulawang yang lebih tua"
"Kazuma 12","walau tidak boleh mendaki sampai puncak merapi, karena batuan yang labil, mendaki merapi tetep mengesankan sunset & sunrise keren abis"
"Saurabh Aggarwal","Merapi still an active volcano. Area around it got covered by volcanic ash and lava a few years back including borobudur temple.still the villages around it maintained there livelihoods and always be prepared for harsh reality.. Just be there for the fear of a volcano..walk on its ash . its a challenging drive .there are 2 museums to give u an insight of what has happened at that time and to what extent it affected the lives of the locals ..."
"priyo smile","Volcano trip experience at merapi is amazing"
"Rezvi Sultan","Volcano Merapi was first seen by me in year 2005, when I was visiting yogjakarta. In early morning I could that every day from hotel room. Volcano looking so beautiful . Then after 9 year, I went see Merapi from the close site. But still I remember beauty , volcano Merapi."
"Mbik Mvi","Di liat dr atas udara lebih cantik pemandangan kawah y"
"Sulhan Qumarudin","Gunung berapi aktif di perbatasan DIY dan Propinsi Jateng. Gunung Merapi cukup populer untuk pendakian hingga ke Pasar Bubrah dekat puncak Merapi."
"cikidow skyfik","Membantu"
"Hajis Se","Gunung yang memiliki nilai tersendiri bagi para Pendaki Nusantara , rasanya kalau belum kesini belum lengkap pendakian kita"
"Nurul Rustika","Tempat nya sejuk, kalau udah agak sore kadang kelihatan laharnya nyala."
"Kinanti Putrina Alevy","Bunker nya gelap, tapi bisa poto² sama makann"
"NurJanahDwiSetyawati Setyawati","Jalannya lumayan. Apalagi kalau pas lagi hujan. Hehe. Pengalaman mistisnya juga seru 😄"
"Agus Pujianto","Kemarin gunung merapi kembali erupsi pada tanggal 1 juni 2018. Saya mau bertanya boleh? Mengapa gunung merapi pada tahun ini erupsi pada hari jum'at?. Sekian terima kasih."
"ridwan muhamad","Naik jeep . Keliling tempat wisata. Juara."
"Alexander Chekspir","By far one of the best experiences I ever had on a Volcano Trip. I took the tour with local agency on Jeeps and it was really amazing! It is a must if you are in Yogyakarta area."
"M ULUMUDIN","menjadi salah satu gunung paling aktif di Indonesia, Merapi bertengger di empat wilayah yang berbeda. sisi barat adalah Kabupaten Magelang. sisi utara dan timur Kabupaten Boyolali. sisi tenggara Kabupaten Klaten. dan sisi selatan Kabupaten Sleman Yogyakarta. mari cintai Merapi setulus hati."
"phoebe","P.S. : This review is specific to the jeep tour for Mount Merapi

The jeep tur itself was a very bumpy ride with 3 stops along the way. With teh first stop being a mini museum depicting the Mount Merapi Eruption in 2010 which was a very informative stop.

Nonetheless, I was expecting to seem the mountain which I was unable to during the mist and clouds during December 2018 . Hence, there was not much to see beside greenery but no mountain in sight so it was quite disappointing."
"M. Randika (Ascrud)","Tempatnya indah, saya berharap bisa pergi kesana.."
"Debie Setiadi","We didnt climb the mountain, like hikers thing. We just go to the merapi museum, the ruins when merapi errupts in 2010, and visit the merapi bunkers. This is an awesome place. There was a jeep ride for 350 thousand rupiahs, but it was worth it. We was using the ""merapi land cruiser jeep ride"" the driver who was named Bayu, was really good photographer and guiding."
"Muhammad Ichsan","""So which of the favors of your Lord would you deny?"" (Qur'an surah Ar-Rahman)"
"Priyatman Moyer","Gunung Merapi sebuah gunung yang kita harus tetap kita kenal dan lainnya kita harus Menikmati Alam semesta seisinya karena Allah menyuruh kita untuk menjaga alam"
"ana Selia","Salah satu lokasi wisata favorit di Yogyakarta. Luar biasa, letaknya strategis, dengan akses cepat dari kota. Banyak lokasi-lokasi wisata yang ada di lereng gunung merapi."
"Mas Yatno","kerja skalian rekreasi"
"Agnezita Ismoyo","Genung Merapi Adalah Gunung Cincin Api Pasifik Dan Teraktif Di Pulau Jawa Letusan Dahsyat Gunung Merapi Terjadi Tahun 1548
Gunung Menewaskan 100,000 Jiwa Letusan Skala VEI 6 Dan 8 Dahsyat Letusan Membuat 500,000 Desa Dan Kota Hanjur Dan Bekasnya Di Temukan Di Malang Karna Abu Sampai Ke Filipina Kalimantan Sumbawa Bali Dan Sampai Ke Papua New Guinea. Pada Tahun 1871 Letusan Dahsyat Terjadi Lagi Menewaskan 450,000 Jiwa Dan Tertidur Selama 1000,000"
"Nor Azizah Ayu Trisna","Gunung merapi merupakan gunubg aktif yang ada di Indonesia, terakhir erupsi pada waktu 11 mei 2018。Untuk para pengunjung diharapkan hati"""
"rahmad andes","Maaf, jika aku selalu meninggalkan engkau pergi, dikala engkau melampiaskan amarahmu, itu karena aku memberimu ruang dan waktu untuk menyelesaikan tugas & kewajibanmu. Sesungguhnya aku sangat menghormati kebijakan dan kearifan lokalmu. Salam untuk Maha Guruku Tercinta."
"Henry Tv chanel","Lokasinya pas untuk foto2,dg jarak aman.pagi hari.gagahnya gunung merapi..."
"M. August N. Hidayatullah","Salah satu gunung berapi yg paling aktif di Indonesia & masuk kategori gunung paling berbahaya di dunia dg ketinggian 2968 m. Dengan histori erupsi setiap 2-5 tahun sekali dan sejak 1548, tercatat sudah terjadi letusan atau erupsi sebanyak 68 kali. Dan letusan yg paling terkenal yaitu pada tahun Oktober 2010 yg menewaskan banyak orang termasuk sang juru kunci, Mbah Maridjan."
"Fachrur Rozi","Wisata Gunung Merapi kadang suka bikin deg deg ser. Disini terlihat jelas indahnya gunung Merapi ini dari jarak yang dekat. Tidak sampai masuk sih karena rada takut ajah. Untuk pecinta Wisata Gunung dan ingin melihat gunung Merapi lebih dekat bisa nih di coba berwisata kesini. Pelayanan petugasnya sangat baik dan ramah. Penduduk sekitar juga sangat ramah dan baik. Terima kasih..."
"11_Farida Rahmawati","Bagus sekali dan menyimpan cerita kehidupan yang luar bisa"
"DhanisAdYoz trio loecoe","mt merapi"
"Aditia Permana","pengalaman yang takan terlupakan do merapi"
"Muhammad Hanif","Don’t forget to go using lava tour, you can see all histories there"
"Lanni Kurnia Melati","Gunung pertama yang saya daki. View nya dapet banget, keren. Walaupun dingin (apalagi kalo malem), tapi it's ok lah, nggak masalah, tetep keren."
"Abu Ibrahim Heri","Merapi jam 8 malam hari ini 8 Maret 2022M, video diambil dari status Rahmadi."
"Puji Harti","Jalan yg di lalui
Bekas jalan banjir dari merapat
Asyik...
Bersatu
Berkelok
Naik jeeppp
Keren abis
Rood swooo"
"Game oyy Channel","Kini Merapi sedang berduka semoga lokasi yang terdampak erupsi di beri kesabaran dan ketabahan

Agar warga yang di sekitaran Merapi saat mendengar bunyi sinyal peringata karena suarnyapun terdengar sangat nyaring agar lekas mengevakuasi diri
Semoga warga di sana di beri keselamatan

Foto amatir saat terjadi letusan"
"Bangun Nurkhaerul","Tempat yang cocok untuk refreshing, terdapat jalur pendakian yang menantang ,berkontur tanah dan bebatuan, serta akses basecamp tidak terlalu jauh"
"MUHAMAD RAFLI AL FARIZI","Tempatnya selalu ramai dikunjungi oleh wisatawan lokal maupun mancanegara. Cocok untuk adventure ataupun hiking"
"Nayya Kemala Fitri","Pemandangan nya indah klu dilihat dari atas puncak nya , best pokoknya , oh iy saya dari sumatera barat ."
"Imam Santosa","Gunung Merapi is an active volcano. It is full of mistery. I was lucky to be able to reach the summit because it is not allowed now for anyone to reach the summit. The hike was hard because mostly a hike up. I went there via Selo. The trees was amazing. I encountered some animals during the hike such as bird, monkey and musang. From pasar bubrah to the summit was really hard because it was mostly moving rock or sand. SO we walk up 2 steps, slide down 3 steps. It could be very dusty and hot at the summit."
"Awang Sejahtera","Keren,,  offroad nya mantafff,,  driver nya cewek"
"MUHAMMAD HILMI DZULFIKAR","Gunung Merapi (ketinggian puncak 2.930 m dpl, per 2010) adalah gunung berapi di bagian tengah Pulau Jawa dan merupakan salah satu gunung api teraktif di Indonesia. Lereng sisi selatan berada dalam administrasi Kabupaten Sleman, Daerah Istimewa Yogyakarta, dan sisanya berada dalam wilayah Provinsi Jawa Tengah, yaitu Kabupaten Magelang di sisi barat, Kabupaten Boyolali di sisi utara dan timur, serta Kabupaten Klaten di sisi tenggara. Kawasan hutan di sekitar puncaknya menjadi kawasan Taman Nasional Gunung Merapisejak tahun 2004.
Gunung ini sangat berbahaya karena menurut catatan modern mengalami erupsi (puncak keaktifan) setiap dua sampai lima tahun sekali dan dikelilingi oleh permukiman yang sangat padat. Sejak tahun 1548, gunung ini sudah meletus sebanyak 68 kali.[butuh rujukan]Kota Magelang dan Kota Yogyakarta adalah kota besar terdekat, berjarak di bawah 30 km dari puncaknya. Di lerengnya masih terdapat permukiman sampai ketinggian 1700 m dan hanya berjarak empat kilometer dari puncak. Oleh karena tingkat kepentingannya ini, Merapi menjadi salah satu dari enam belas gunung api dunia yang termasuk dalam proyek Gunung Api Dekade Ini (Decade Volcanoes).[1]"
"owet bara","Pernah merasakan sensasi erupsi kecil2an di pasar bubrah."
"Quillion Kane","Merapi is a erupting volcano which explode in 2016 here's a review if you're a hiker, you can't get up the merapi volcano because of the eruption :D

How much it cost?
If i remember it was RP.50.000,000 / Person"
"Divandhaa V","Wisata alam yang sangat indah. Namun harus berhati-hati karena Gunung Merapi merupakan gunung yang aktif di Indonesia"
"enjoy game","mdpl, per 2010) (Hanacaraka:ꦒꦸꦤꦸꦁ​ꦩꦼꦫꦥꦶ) adalah gunung berapi di bagian tengah Pulau Jawa dan merupakan salah satu gunung api teraktif di Indonesia. Lereng sisi selatan berada dalam administrasi Kabupaten Sleman, Daerah Istimewa Yogyakarta, dan sisanya berada dalam wilayah Provinsi Jawa Tengah, yaitu Kabupaten Magelang di sisi barat, Kabupaten Boyolali di sisi utara dan timur, serta Kabupaten Klaten di sisi tenggara. Kawasan hutan di sekitar puncaknya menjadi kawasan Taman Nasional Gunung Merapi sejak tahun 2004."
"Joseph Salim","Great view when at the top peak, sometimes little bit busy off like the modern style and life. There's also an unknown  place for storing strange phenomenon."
"Amila_ NG","Had a great 1 hour jeep tour with a friendly driver/guide. Extremely worth the whole experience and the scenic adventure."
"Zhebith Arasyid","Gunung Merapi, (Sebelum Erupsi), *Spot wisata yang keren di kunjungi, terutama untuk para pegiat alam bebas (outdoor activity)"
"Antena Kabel","Gunung yang selalu membuat rindu...
Banyak misterinya..tapi sangat menenangkan..
Jadi rindu naik bersama sahbat..."
"Bunda Ajrine","Gagahnya gunung berapi"
"papah ziva","Sangat mengesnakan, terutama pada monumen peninggalan sisa2 harta warga akibat letusan gunung merapi tahun 2010"
"Ami Nasa","Petilasan mbah maridjan di lereng merapi

Mau adventur ke gunung  merapi  di petilasan mbah maridjan
Dgn menyewa mobil jeep  kita bisa berkeliling di berbagai tempat  dulu masih 350 satu jeep bisa  di naiki   5 orang kecil dan dewasa.  Nah  kalau sekarang  kalaupun  tarif naik kita gk bisa kesana  karena  gunung merapi dalam  situasi waspada!!

Nah  kalau nyewa jeep  kita lalu mau kemana  gk usah binggung..karena..kita sudah di pandu...sama sopirnya..tujuan  ke musium gunung merapi atau  ke   tempat kejadianya  .
Akhirnya di putuskan ke tempat tujuan  di  petilasan  nya mbah mardjan ( kampung mbah maridjam di mana di situ lah  mbah maridjan terjebak lava sehabis sholat magrib )
Ke bunker kaliadem  di mana orang terjebak  saat ada lava..yg di perkirakan  cuma ledakan abu kecil ternyata  lahar mengalir  .lalu   Ke batu  alien  atau  batu alihan  yg terbang  dari  ledakan  gunung merapi  . Di kampung mbah maridjan kita bisa melihat  kuburan orang orang yg mati karena terkena  lahar panas  bahkan ada seorang reporter yg sedang meliput ikut jadi korban karena menolong  orang untuk masuk ke mobil. Untuk... menyelamatkan diri."
"Wisma Bhayu","Sebagai sukarelawan, bersyukur bisa membantu para korban dan pengungsi letusan Merapi pas yth mbah Maridjan komitment dg tekadnya hingga akhir hidup nya.  Marilah berdoa untuk yth mbsh Maridjan.  Posisi kami dukuh stapelan.  3 km dari pusat letusan Dan mendapati ibu dan anak yg wajib di evakuasi. Semoga mereka telah membaik dan Pengalaman itu sebagai kenangan hidup bermanusia."
"Ihsan S","Petualangan yang sangat berkesan"
"Ihsan Chairul","Sebaiknya menggunakan masker dan kacamata saat hendak naik ke merapi, karna jalurnya berbatu dan sangat berdebu."
"Melly Hadinata","You could see mars in the early morning.  Jeep n tracking area available (must try the track area)"
"Dimas sakti nugraha","gunung yang gagah dan menyimpan banyak misteri"
"audrey gunawan","Pengen muncak merapi lagi"
"Wahyu Sudrajit","Bukan puncak yang tertinggi di jawa tengah. Tapi puncak garuda adalah puncak gunung y paling sulit dicapai diantara smua gunung dijawa tengah."
"Rizky Ramadhan","Cocok untuk anda yang memiliki jiwa petualang tinggi, gunung ini tersusun dengan material vulkanis dan mayoritas permukaannya kering"
"Anwar MQ","Very nice"
"ikan wader pemancing ikan wader","Mantap gunung merapi palau jawa.sya naik gunung merapi kota semarang kelihatan .9 candi di atas mantull"
"Fina Dwi Fatma (Fina)","Suka liat kera kera disana.. pemberani haha"
"Abdul Mutaali Balmukhtar Al-Idrisi Al-Hasani","lereng lereng yang gundul perlu terus dilakukan reboisasi, terutama pohon yang mampu menyimpan air seperti beringin agar terus hijau"
"Agus husein A.","Merapi tak ingkar janji🔥"
"Fajar Syidiq","Nanti Aku Bahagia"
"Beni Gayo","Sangat senang ketika normal banyak komoditi pertanian unggul di sini. Tetapi jika mulai erupsi kita panik"
"Ayesha Tassaduq","Absolutely mesmerising... Great tour guides and a unique place where one can see the damage done by the volcano and how the people mitigate and show resilience to the calamity..."
"alfam atthamimy","salah satu gunung teraktif di dunia"
"Wulan Rahmadianty","Tempatnya bagus pemandangannya unch banget tp jangan kesini pas lagi mendung/musim hujan. Merapinya gak keliatan dan udaranya dingin"
"Rizki Aprian","Penasaran ingin naik ke puncak nya wkwkwkwk banyak spot spot keren disana yang bikin takjub akan ciptaannya subhanallah 😍 hehehehehehehehehehehehehehehehehehehehehehegegrhegehehhrhhehehehehe"
"Khitna Bilkaromah","Keren abis"
"Anjar N","Salah satu gunung berapi yang masih aktif di Indonesia. Paling menakutkan klo wedhus gembelnya udah keluar"
"regina agnia","Ada paket wisata,pakai jeep keliling merapi.Bisa foto dirumah bekas Pak Lurah nya. Keren"
"Afrisal Afrisal","Salah satu gunung tertinggi di Indonesia"
"Honda Blade110","View Merapi dari Klaten"
"Muhammad Jafar Sidiq Fatoni","Tak pernah ingkar janji"
"Abbas Gawok","Cocok submit attack jam 3 malam. Dijamin sunrise super top , kalau tidak berawan. Hehe"
"Galih Sapta Ajipratama","Josss, treking via selo mantap nanjak terusss"
"tamtomo","The name Merapi could be loosely translated as ‘Mountain of Fire’ from the Javanese combined words; ""Meru"" means “mountain” and ""api"" means “fire”. Smoke can be seen emerging from the mountaintop at least 300 days a year, and several eruptions have caused fatalities. Hot gas from a large explosion killed 27 people on November 22 in 1994, mostly in the town of Muntilan, west of the volcano. Another large eruption occurred in 2006, shortly before the Yogyakarta earthquake. In light of the hazards that Merapi poses to populated areas, it has been designated as one of the Decade Volcanoes."
"Macho Man","the mountain is very hyper active, every time spewing hot clouds or wedus gembel, and strangely this mountain is the nest of Mak Lampir and his cronies, this place is very favorite for demons"
"lagu populer","musim panas telah tiba.. gunung"" mulai meletus, lebih baik sering meletus tapi kecil dari pada lama tak meletus sekali meletus luar biasa dan menimbulkan korban jiwa."
"Ilham Nasution","Siapa yang ngga kenal bunga yg satu ini berarti naik pendakianmu kurang teliti terhadap alam"
"Asoka 99","Tempatnya sangat indah,apa lagi kalau naik jeep menuju gunung merapi sangat mengasikan."
"Mbah Klowor","Saya dari kecil sampai sekarang hidup dari hasil merapi"
"arumiie Octa5757","Lava tour gunung merapi pada tgl 7 maret 2019 kami keluarga Jimbatt sangat bahagia"
"Ayam penyet Channel","Pokoknya sih menurut aku bagus banget indah dan pemandanganya cantik banget"
"Samuel Krista","Harus Naik Jeep untuk merasakan serunya disiram 😁🍺"
"Dorothy White","I lived there 1st.5yrs.of my life, my (Mother had that bogonvilla vine) place where my father worked is gone, the road, our home and all.... It still is an awsome beautiful area"
"Wahyu P. S. T.","Gunung Merapi (ketinggian puncak 2.930 mdpl, per 2010) adalah gunung berapi di bagian tengah Pulau Jawa dan merupakan salah satu gunung api teraktif di Indonesia. Lereng sisi selatan berada dalam administrasi Kabupaten Sleman, Daerah Istimewa Yogyakarta, dan sisanya berada dalam wilayah Provinsi Jawa Tengah, yaitu Kabupaten Magelang. (Sumber : Wikipedia)"
"Alie Hasan","Tadi gunung merapi erupsi lagi tanggal2 bulan6 tahun 2018 sekitaran jam 8 pagi"
"Rita Wati","Pemandangan yg indah udara sejuk yg nyaman untuk melepas penat di perkotaan"
"Wahyu Aji Prasetyo","Kalo pas beruntung dapat view bagus kita dapat melihat gunung Merbabu dari sini dengan jelas. Gunung aktif yang indah"
"Ric official","Saya ke merapi naik jeep 2010 masih banyak asap dan mayat hutan masih gundul rumah hancur"
"SehatAQUA","Serunya belajar dan berwisata, AQUA DULU"
"Muhamad Nur","Pertama kali mendaki gunung,gunung merapi lumayan membuat babak belur pendaki pemula"
"Sarwani Abdan","apa ada yang kenal sama aku aku dulu rumah ya di Jawa juga"
"Wandha Wijaya","Gunung kuno di jawa tengah aktip lagi. Waspada yg tinggal diarea tsb. Prom.scc.com.id"
"Mominul Hasan","It was cloudy when I visited, but the museum nearby is worth to visit."
"eRGe","Seru. Sama siapkan badan yg fit, offroadnya luar biasaa bikin badan pegel. Hehehe"
"Yanti romadhona","Banyak tempat wisata , tp jg harus tetap stay safe,"
"Restu Iryanti","We came after eruption for helping and praise. ANd mbah Maridjan home ""Tetengger Mbah Maridjan"",that's true story."
"Family Driver Official","Gunung merapi erupsii,
Status siaga level 3"
"Husna Na","Aku Tibak bisa lihat ruma ku"
"Aika Kartika","Lava tour.. Liburan yg menyenangkan"
"resi sena","bagus.... asik bisa mandi di lahar gunungnya, berkasiat memutihkan kulit"
"Binat Indo","Sangat indah"
"Simon Buller","I've stood in the crater in 2004 around midnight. An amazing experience. Spewing lava everywhere."
"Swarhi Hartanthyo","Never Lie"
"Sopo Jarwo","Saat saya masih kecil saya terkejut 😲 😲 melihat gunung tersebut terus saya dan keluarga saya perdi ke tempat pengunsian"
"Hiday El Luthfi","Merapi yang tak pernah ingkar janji.... Tak pernah terlupa kenangan itu selalu ada rasa rindu untuk kembali merasakan keindahannya"
"Lia Rahmalia","Ikut lava tour merapi.... Seru... Hubungi MGM Adv..."
"Ratu Siti masitoh","Katanya gunung Merapi ada tiga tingkatan ya? katanya paling atas itu namanya keraton,kalo di paling bawah alas Purwo ya"
"Mishbah Munir","tracking menantang... tp jgn prnh lg ke puncak Garuda,Krn akan beresiko pd keselamatan kita"
"24. MUHAMMAD RIZQI RAMADHANI","Banyak berdoa Semoga gunung'nya lekas tenang amiin"
"AKROMA CHANELL","Gunung merapi gunung dengan ketinggian 2.9000 kaki...Dan termasuk dalam gunung yg paling aktif di indonesia"
"Zaid Fariansyah","Indonesia memang kaya sekali !!"
